#vertex distance parent
1487 29.6378 138
1488 24.573 1480
1489 27.0415 780
1490 16.951 190
1491 -1 -1
1492 -1 -1
1493 22.1469 444
1494 19.3734 532
1495 20.9728 933
1496 -1 -1
1497 18.4363 366
1498 -1 -1
1499 -1 -1
1500 17.6794 1821
1501 25.1588 667
1502 21.4726 57
1503 15.1962 7
1504 24.3208 1274
1505 21.1492 1244
1506 18.0563 881
1507 15.4756 842
1508 21.8687 117
1509 24.0517 948
1510 18.8634 889
1511 20.4939 1324
1512 22.6388 24
1513 25.3991 1514
1514 22.2185 1374
1515 12.6749 378
1516 16.0198 1520
1517 18.5034 1516
1518 16.3096 622
1519 16.9383 1211
1520 14.1328 1538
1521 26.5306 665
1522 23.1781 614
1523 18.0398 28
1524 17.7401 28
1525 13.7351 524
1526 17.5651 28
1527 18.0398 28
1528 17.4412 28
1529 -1 -1
1530 20.5298 61
1531 24.1142 59
1532 -1 -1
1533 -1 -1
1534 16.3096 622
1535 18.9565 1177
1536 22.1372 1535
1537 14.4313 1538
1538 12.0928 639
1539 17.6119 1537
1540 24.3148 1340
1541 14.0353 311
1542 13.7351 311
1543 14.0353 311
1544 15.1962 7
1545 15.1028 2410
1546 18.2834 1545
1547 18.1549 1257
1548 28.9566 372
1549 24.0111 1098
1550 19.1083 361
1551 20.4737 1312
1552 -1 -1
1553 18.3807 1554
1554 14.8996 7
1555 17.4809 89
1556 20.1853 1555
1557 19.4911 1555
1558 19.8857 1555
1559 18.9515 945
1560 19.7108 1555
1561 -1 -1
1562 -1 -1
1563 24.027 1564
1564 21.0889 2591
1565 16.9048 622
1566 28.9566 372
1567 13.0309 696
1568 26.3051 1569
1569 23.425 1274
1570 23.9778 1483
1571 27.2832 1570
1572 27.2832 1570
1573 19.6394 430
1574 -1 -1
1575 -1 -1
1576 -1 -1
1577 -1 -1
1578 18.2653 758
1579 21.446 1578
1580 20.1703 928
1581 21.1843 1030
1582 26.6452 1616
1583 35.6641 909
1584 35.6641 909
1585 19.9407 1286
1586 21.3397 184
1587 20.2 886
1588 19.4417 1390
1589 19.6171 1390
1590 19.6171 1390
1591 19.9172 1390
1592 25.4856 1593
1593 22.305 792
1594 19.9407 1286
1595 19.8731 178
1596 23.8425 218
1597 -1 -1
1598 -1 -1
1599 19.8731 178
1600 22.756 578
1601 -1 -1
1602 20.752 1975
1603 21.4482 682
1604 14.2369 255
1605 17.0206 1604
1606 13.313 1779
1607 21.2205 1048
1608 21.3699 146
1609 27.2719 51
1610 27.5712 51
1611 27.5712 51
1612 27.2719 51
1613 27.5712 51
1614 23.8503 404
1615 26.9454 1616
1616 23.7648 47
1617 15.8058 82
1618 15.8058 82
1619 21.2212 1524
1620 19.8731 178
1621 33.8513 1224
1622 17.7547 1503
1623 37.1567 1621
1624 19.8731 178
1625 20.5298 61
1626 24.6766 492
1627 26.6846 1398
1628 -1 -1
1629 22.373 576
1630 22.8715 1631
1631 19.9335 1312
1632 18.767 1273
1633 21.8687 117
1634 23.0429 1108
1635 23.4998 868
1636 26.9809 1635
1637 15.5139 1638
1638 12.3333 798
1639 18.4363 366
1640 18.4363 366
1641 22.511 1193
1642 17.1638 1033
1643 17.2022 604
1644 18.4065 197
1645 21.7118 1644
1646 14.1328 1538
1647 15.0309 1538
1648 21.3739 1732
1649 21.2074 260
1650 25.0888 938
1651 15.3211 1652
1652 12.2373 798
1653 19.9751 277
1654 18.866 1337
1655 23.4191 614
1656 26.9002 1655
1657 -1 -1
1658 20.7737 1312
1659 31.3077 1660
1660 27.8266 2295
1661 -1 -1
1662 -1 -1
1663 15.1962 7
1664 13.428 450
1665 14.2023 450
1666 20.1941 1667
1667 16.713 1646
1668 -1 -1
1669 19.2056 1113
1670 19.3811 1113
1671 27.8262 1184
1672 21.5443 1674
1673 10.4927 851
1674 18.964 130
1675 21.7881 142
1676 -1 -1
1677 22.3581 1078
1678 27.7308 659
1679 31.5123 1678
1680 24.3148 1340
1681 18.8571 766
1682 22.3382 1681
1683 -1 -1
1684 -1 -1
1685 23.1487 129
1686 22.1959 159
1687 21.594 824
1688 28.0552 796
1689 18.7778 145
1690 18.9526 145
1691 19.2522 145
1692 14.1431 2478
1693 19.2522 145
1694 15.1962 7
1695 -1 -1
1696 21.4886 765
1697 -1 -1
1698 -1 -1
1699 24.0629 188
1700 -1 -1
1701 -1 -1
1702 22.8547 1189
1703 -1 -1
1704 22.9165 591
1705 21.6197 1983
1706 21.9748 865
1707 21.3525 1708
1708 18.4721 763
1709 23.8543 1483
1710 22.1741 1712
1711 25.1791 1710
1712 19.5658 1885
1713 -1 -1
1714 22.3003 1715
1715 19.2953 1178
1716 14.631 255
1717 20.2312 61
1718 23.7123 1717
1719 20.9417 1720
1720 17.6364 420
1721 17.8577 1257
1722 22.6388 24
1723 -1 -1
1724 23.3423 1108
1725 21.3699 146
1726 21.3294 539
1727 21.3837 1057
1728 16.9048 622
1729 21.799 791
1730 22.715 1366
1731 16.421 136
1732 18.5268 1731
1733 25.2975 675
1734 13.2315 2057
1735 19.5547 655
1736 -1 -1
1737 23.4337 1738
1738 20.4957 1936
1739 22.373 576
1740 18.8319 377
1741 15.1962 7
1742 22.0736 576
1743 25.3844 10
1744 -1 -1
1745 -1 -1
1746 -1 -1
1747 -1 -1
1748 -1 -1
1749 21.1064 1732
1750 21.1064 1732
1751 23.7024 1752
1752 20.9976 295
1753 15.021 1652
1754 18.026 1753
1755 17.7738 618
1756 18.2844 195
1757 19.01 737
1758 24.0111 1098
1759 -1 -1
1760 23.172 80
1761 26.4774 1760
1762 23.5921 733
1763 23.3998 707
1764 15.021 1652
1765 18.5021 1764
1766 20.9976 295
1767 21.946 1803
1768 25.2513 1767
1769 19.3039 1770
1770 15.9986 1692
1771 10.7326 851
1772 20.5298 61
1773 22.1469 444
1774 21.7653 1631
1775 22.8715 1631
1776 14.6809 698
1777 -1 -1
1778 16.4936 1606
1779 10.7326 851
1780 13.9132 1779
1781 22.2616 1166
1782 22.5616 1166
1783 17.7738 618
1784 30.5894 1006
1785 33.5944 1784
1786 20.0672 1787
1787 17.3251 1810
1788 21.3313 1754
1789 19.7377 97
1790 21.8687 117
1791 16.713 1646
1792 23.9001 357
1793 21.7881 142
1794 -1 -1
1795 11.0644 1815
1796 18.7702 763
1797 21.906 840
1798 19.0695 763
1799 15.4557 698
1800 15.1556 698
1801 16.4627 1211
1802 21.8481 444
1803 19.1822 1149
1804 22.3581 1078
1805 -1 -1
1806 17.8256 616
1807 20.9417 1720
1808 28.8163 336
1809 23.5493 356
1810 15.2775 943
1811 21.7881 142
1812 20.5701 1526
1813 22.5543 1814
1814 18.7728 199
1815 8.75563 1136
1816 8.97595 1136
1817 19.4428 1432
1818 14.5497 267
1819 19.4108 1313
1820 15.1962 7
1821 14.896 168
1822 20.9918 508
1823 20.7072 1907
1824 17.0786 427
1825 21.8687 117
1826 24.4407 1441
1827 22.756 578
1828 24.1297 520
1829 15.3211 1652
1830 -1 -1
1831 -1 -1
1832 22.4392 528
1833 21.4747 1983
1834 21.8404 1983
1835 9.25873 523
1836 22.5714 364
1837 18.7365 268
1838 21.4413 1837
1839 25.5601 1008
1840 18.0474 1841
1841 15.1094 2410
1842 -1 -1
1843 24.3148 1340
1844 19.8731 178
1845 17.1611 1000
1846 17.43 1848
1847 19.0749 532
1848 14.5497 267
1849 -1 -1
1850 19.6489 887
1851 27.1324 391
1852 22.3199 2312
1853 -1 -1
1854 22.8731 913
1855 17.1394 2559
1856 -1 -1
1857 -1 -1
1858 -1 -1
1859 18.8589 289
1860 -1 -1
1861 20.2312 61
1862 21.5232 77
1863 20.2648 289
1864 18.3178 737
1865 15.2775 943
1866 14.7025 168
1867 16.7037 997
1868 16.2298 997
1869 21.2984 677
1870 22.8609 448
1871 15.1962 7
1872 20.9065 479
1873 19.9346 61
1874 22.515 1873
1875 24.6766 492
1876 24.0629 188
1877 24.0629 188
1878 21.4641 1546
1879 -1 -1
1880 -1 -1
1881 19.669 455
1882 20.4131 645
1883 13.2297 1450
1884 19.2057 526
1885 17.5182 89
1886 17.0786 427
1887 15.1962 7
1888 24.6288 1603
1889 36.7183 1890
1890 33.2372 2049
1891 22.2063 1437
1892 22.3682 2104
1893 25.5488 1892
1894 25.5488 1892
1895 25.5488 1892
1896 25.5488 1892
1897 -1 -1
1898 -1 -1
1899 23.0429 1108
1900 18.6511 861
1901 28.9566 372
1902 27.05 1903
1903 23.7446 2108
1904 19.9777 929
1905 -1 -1
1906 18.2415 2505
1907 18.4771 945
1908 21.6612 1909
1909 18.6562 2394
1910 19.19 1120
1911 22.671 1910
1912 21.6674 146
1913 25.6945 1915
1914 29.1755 1913
1915 22.2134 283
1916 19.5066 414
1917 19.5628 68
1918 -1 -1
1919 -1 -1
1920 18.901 532
1921 24.999 675
1922 20.2603 1885
1923 25.3043 2108
1924 24.7077 968
1925 28.4893 1924
1926 22.6863 448
1927 17.0786 427
1928 18.92 991
1929 21.8687 117
1930 18.1549 1257
1931 -1 -1
1932 18.1549 1257
1933 18.1549 1257
1934 18.1549 1257
1935 18.1549 1257
1936 17.8577 1257
1937 18.1549 1257
1938 19.8731 178
1939 20.5404 974
1940 17.0786 427
1941 22.1331 1328
1942 25.9146 1941
1943 20.2579 68
1944 24.1049 1822
1945 30.672 143
1946 23.0538 578
1947 19.6183 1322
1948 19.3201 1322
1949 19.6183 1322
1950 19.6183 1322
1951 -1 -1
1952 15.6331 2207
1953 19.6183 1322
1954 25.7427 1781
1955 21.4719 781
1956 18.5729 417
1957 16.0781 721
1958 13.3518 831
1959 12.5783 831
1960 18.4406 1095
1961 22.8731 913
1962 22.8731 913
1963 23.6297 1964
1964 21.022 346
1965 25.3454 1239
1966 24.0021 1429
1967 22.2251 75
1968 12.9783 1448
1969 24.015 1340
1970 24.3148 1340
1971 -1 -1
1972 16.2115 1567
1973 19.5505 640
1974 23.332 1973
1975 17.7303 1848
1976 21.3167 142
1977 22.1776 170
1978 22.3519 170
1979 22.6508 170
1980 22.6508 170
1981 22.1776 170
1982 22.6508 170
1983 19.311 2473
1984 29.7807 807
1985 26.6846 1398
1986 30.1656 1985
1987 21.1692 293
1988 21.6082 571
1989 20.0216 1528
1990 25.8582 1008
1991 23.8923 733
1992 20.3442 508
1993 17.8256 616
1994 24.8251 675
1995 21.8687 117
1996 -1 -1
1997 18.5365 2031
1998 23.7318 911
1999 23.7318 911
2000 23.7318 911
2001 21.3062 1907
2002 -1 -1
2003 16.9904 2120
2004 19.8527 2119
2005 19.9953 2003
2006 20.2898 551
2007 22.3581 1078
2008 24.6766 492
2009 26.3051 1569
2010 25.2005 662
2011 -1 -1
2012 -1 -1
2013 -1 -1
2014 12.5845 1448
2015 13.4307 1673
2016 24.8251 675
2017 24.4129 322
2018 22.9767 2019
2019 19.1952 478
2020 18.8589 289
2021 23.0429 1108
2022 24.027 1564
2023 23.475 1241
2024 17.1502 1060
2025 20.1552 2024
2026 23.2618 986
2027 24.2098 1726
2028 22.1469 444
2029 23.0538 578
2030 20.7514 1032
2031 16.4814 1818
2032 -1 -1
2033 19.0415 1305
2034 21.8687 117
2035 18.8551 243
2036 18.8326 1286
2037 19.2514 243
2038 24.6003 663
2039 21.7881 142
2040 21.7881 142
2041 21.7881 142
2042 21.7881 142
2043 21.7881 142
2044 21.49 142
2045 21.7881 142
2046 21.7881 142
2047 21.7881 142
2048 21.7881 142
2049 30.0566 2350
2050 21.7881 142
2051 23.3862 986
2052 21.9797 177
2053 18.5537 89
2054 22.3581 1078
2055 18.8589 289
2056 19.9581 68
2057 10.5935 1486
2058 13.5315 2057
2059 24.9848 1077
2060 21.9333 609
2061 24.098 2062
2062 21.093 769
2063 14.7025 168
2064 -1 -1
2065 -1 -1
2066 28.7274 1401
2067 15.0031 842
2068 19.6305 683
2069 23.3423 1108
2070 22.6388 24
2071 15.1962 7
2072 29.293 1464
2073 10.8344 1486
2074 21.8426 280
2075 22.9048 1587
2076 17.0786 427
2077 20.1301 494
2078 19.5733 1115
2079 19.8735 1115
2080 14.8996 7
2081 16.421 136
2082 24.7511 1074
2083 15.1962 7
2084 15.9505 842
2085 18.0923 196
2086 15.1962 7
2087 28.9566 372
2088 24.9271 1579
2089 25.9666 2026
2090 -1 -1
2091 19.3817 1855
2092 22.1654 2091
2093 18.5942 1418
2094 22.8547 1188
2095 -1 -1
2096 -1 -1
2097 21.2908 1352
2098 21.7661 1352
2099 16.6062 622
2100 22.1469 444
2101 22.3437 1325
2102 23.8631 64
2103 22.8187 1374
2104 21.0514 1032
2105 22.2106 1669
2106 19.3734 532
2107 24.4407 1440
2108 21.6649 1819
2109 35.7163 399
2110 19.3876 751
2111 18.8589 289
2112 19.4618 889
2113 18.1462 1392
2114 15.1962 7
2115 22.0736 576
2116 16.6062 622
2117 21.9449 24
2118 22.3003 1715
2119 17.069 2120
2120 14.8267 2014
2121 14.9304 255
2122 -1 -1
2123 16.9048 622
2124 18.8589 289
2125 19.1476 1351
2126 18.419 1418
2127 27.8106 2128
2128 24.0291 1196
2129 -1 -1
2130 26.3051 1569
2131 26.3051 1569
2132 21.0514 1032
2133 19.1323 376
2134 24.9458 1240
2135 22.1469 444
2136 24.3125 1988
2137 22.0736 576
2138 10.7876 852
2139 18.419 1418
2140 25.6457 1239
2141 22.0736 2142
2142 18.5925 243
2143 19.2951 653
2144 16.5378 1646
2145 22.5662 858
2146 34.9163 2147
2147 31.1348 1901
2148 20.4628 1500
2149 -1 -1
2150 -1 -1
2151 18.2602 478
2152 18.2602 478
2153 31.481 1468
2154 21.4218 2543
2155 20.6066 479
2156 17.887 1462
2157 28.8163 336
2158 16.6062 622
2159 20.2781 886
2160 22.762 2159
2161 26.9698 2162
2162 23.4888 821
2163 17.0192 636
2164 -1 -1
2165 -1 -1
2166 24.6766 492
2167 25.3844 10
2168 30.672 143
2169 15.8087 2207
2170 -1 -1
2171 21.2074 260
2172 21.2074 260
2173 14.0353 524
2174 -1 -1
2175 -1 -1
2176 -1 -1
2177 29.1727 2178
2178 26.2923 2529
2179 32.3533 2177
2180 -1 -1
2181 -1 -1
2182 17.4707 2305
2183 21.1162 543
2184 18.4533 756
2185 23.3885 152
2186 20.0574 61
2187 25.2975 675
2188 23.1552 284
2189 -1 -1
2190 -1 -1
2191 18.7717 2263
2192 28.3258 2193
2193 24.8447 2579
2194 -1 -1
2195 -1 -1
2196 25.1826 401
2197 21.4071 1421
2198 27.7415 742
2199 14.2639 2200
2200 10.9586 1486
2201 -1 -1
2202 20.4255 224
2203 8.75048 1082
2204 -1 -1
2205 -1 -1
2206 23.4337 1738
2207 12.8037 1448
2208 21.3125 508
2209 21.2323 2545
2210 19.2951 653
2211 -1 -1
2212 20.4786 1783
2213 14.2639 2200
2214 18.2462 618
2215 18.7109 737
2216 13.7723 1451
2217 20.5017 1605
2218 22.0351 1884
2219 24.4034 1862
2220 23.8461 1274
2221 24.3208 1274
2222 24.3208 1274
2223 18.0474 1841
2224 23.0161 894
2225 17.357 2344
2226 31.8241 2418
2227 35.7163 399
2228 35.7163 399
2229 35.7163 399
2230 35.7163 399
2231 36.6288 2233
2232 40.1099 2231
2233 33.1477 801
2234 18.0923 196
2235 23.1487 129
2236 21.8687 117
2237 23.1603 448
2238 23.1603 448
2239 18.7737 2505
2240 23.1603 448
2241 23.1603 448
2242 23.1603 448
2243 21.1724 295
2244 24.6535 2243
2245 25.1501 665
2246 28.9317 2245
2247 20.3458 2248
2248 17.1652 2120
2249 22.2202 1056
2250 23.1487 129
2251 20.5298 61
2252 28.1262 1184
2253 27.8262 1184
2254 17.0129 1646
2255 20.7851 845
2256 22.9045 792
2257 22.9045 792
2258 19.5747 178
2259 18.8589 289
2260 -1 -1
2261 28.8163 336
2262 15.1962 7
2263 16.551 2264
2264 13.0699 378
2265 21.8687 117
2266 16.5378 1520
2267 20.2683 2268
2268 17.0876 1063
2269 12.8037 1448
2270 16.951 190
2271 14.3521 919
2272 24.5803 2273
2273 21.3997 805
2274 27.0437 2102
2275 17.8293 2276
2276 15.4243 41
2277 22.4263 588
2278 25.6069 2277
2279 15.1962 7
2280 17.8256 616
2281 17.8256 616
2282 27.7166 1828
2283 22.4153 1133
2284 20.1694 423
2285 -1 -1
2286 26.6916 2051
2287 16.713 1520
2288 23.0233 1395
2289 22.5421 503
2290 20.1301 494
2291 21.0113 990
2292 14.701 109
2293 15.1962 7
2294 -1 -1
2295 24.646 1240
2296 22.241 1133
2297 31.0645 1006
2298 31.0645 1006
2299 24.6766 492
2300 20.6487 2184
2301 24.6766 492
2302 24.6766 492
2303 24.6766 492
2304 21.8687 117
2305 15.1962 7
2306 26.4424 2026
2307 22.623 456
2308 20.362 2225
2309 37.0755 1785
2310 20.5367 1247
2311 24.7668 362
2312 20.2579 68
2313 21.8687 117
2314 -1 -1
2315 -1 -1
2316 15.1962 7
2317 25.4581 1012
2318 20.1337 415
2319 19.9601 415
2320 -1 -1
2321 -1 -1
2322 20.3357 332
2323 18.5539 1122
2324 15.9714 943
2325 18.5729 417
2326 21.2984 677
2327 21.2984 677
2328 21.2984 677
2329 21.2984 677
2330 27.504 2331
2331 23.7225 2365
2332 -1 -1
2333 -1 -1
2334 25.6457 1239
2335 20.2683 2268
2336 20.2683 2268
2337 21.9752 1001
2338 19.5747 178
2339 21.3837 1057
2340 21.3837 1057
2341 21.0853 1057
2342 21.3837 1057
2343 17.5326 2344
2344 14.5276 109
2345 17.9219 593
2346 19.3734 532
2347 18.3045 2276
2348 16.951 190
2349 -1 -1
2350 31.481 1468
2351 23.5309 687
2352 -1 -1
2353 -1 -1
2354 21.8687 117
2355 -1 -1
2356 -1 -1
2357 -1 -1
2358 -1 -1
2359 19.2099 268
2360 24.9458 1240
2361 20.1301 494
2362 22.1469 444
2363 23.5576 47
2364 18.3045 2276
2365 21.352 774
2366 24.1297 520
2367 22.0829 328
2368 25.564 2367
2369 -1 -1
2370 28.8163 336
2371 27.0349 1709
2372 22.1789 1121
2373 20.3245 2163
2374 22.8187 1374
2375 16.5365 1371
2376 22.0367 731
2377 20.2579 68
2378 19.3734 532
2379 21.3699 146
2380 -1 -1
2381 19.7263 2081
2382 10.8565 851
2383 19.7423 1432
2384 18.2462 618
2385 -1 -1
2386 -1 -1
2387 20.5761 1032
2388 23.6297 1964
2389 21.8481 444
2390 22.3581 1078
2391 -1 -1
2392 -1 -1
2393 -1 -1
2394 15.6512 2410
2395 22.3581 1078
2396 22.3581 1078
2397 22.3581 1078
2398 22.3581 1078
2399 22.3581 1078
2400 22.3581 1078
2401 -1 -1
2402 16.2115 1567
2403 15.1962 7
2404 22.1469 444
2405 19.2099 268
2406 17.0786 427
2407 17.8329 2408
2408 14.5276 109
2409 21.0615 2578
2410 12.7709 378
2411 17.954 604
2412 -1 -1
2413 -1 -1
2414 20.9723 886
2415 21.8687 117
2416 15.1962 7
2417 18.5729 417
2418 31.481 1468
2419 24.646 716
2420 20.1522 553
2421 19.0749 532
2422 19.2099 268
2423 22.0367 731
2424 17.0786 427
2425 -1 -1
2426 21.1162 543
2427 20.5298 61
2428 20.5298 61
2429 23.8011 2592
2430 19.9723 1332
2431 -1 -1
2432 -1 -1
2433 19.6489 887
2434 19.6917 870
2435 22.2103 542
2436 17.954 604
2437 21.8687 117
2438 21.8687 117
2439 21.5719 117
2440 28.9566 372
2441 28.9566 372
2442 28.9566 372
2443 25.1014 1874
2444 28.9566 372
2445 17.1638 1033
2446 20.4628 1500
2447 18.5729 417
2448 22.373 576
2449 23.9567 132
2450 19.4979 1332
2451 23.3423 1108
2452 21.172 781
2453 19.6489 887
2454 23.7113 1098
2455 -1 -1
2456 -1 -1
2457 18.5729 417
2458 28.8163 336
2459 28.8163 336
2460 -1 -1
2461 19.2599 902
2462 18.7853 902
2463 19.01 2031
2464 21.172 781
2465 20.03 2480
2466 15.1962 7
2467 18.5011 238
2468 22.0293 821
2469 25.8108 2468
2470 21.4164 543
2471 19.6489 887
2472 23.0628 1709
2473 16.6062 622
2474 24.1126 2209
2475 27.5937 2474
2476 22.373 576
2477 21.6674 146
2478 10.9624 852
2479 22.5714 364
2480 17.5721 1841
2481 20.8774 2480
2482 27.1551 5
2483 24.9152 1804
2484 28.6967 2483
2485 17.7405 480
2486 15.177 842
2487 21.3614 2488
2488 18.1808 1062
2489 21.6358 1072
2490 18.34 127
2491 15.1962 7
2492 -1 -1
2493 -1 -1
2494 -1 -1
2495 20.5186 2126
2496 23.6993 2495
2497 17.6479 299
2498 24.1502 748
2499 19.4618 889
2500 25.1826 401
2501 -1 -1
2502 16.9048 622
2503 25.2975 675
2504 17.0786 427
2505 15.8934 1606
2506 20.9543 2507
2507 17.4732 2581
2508 22.4337 1690
2509 21.8442 1674
2510 16.951 190
2511 24.3108 1013
2512 -1 -1
2513 -1 -1
2514 16.175 1097
2515 26.9698 2162
2516 -1 -1
2517 -1 -1
2518 -1 -1
2519 -1 -1
2520 -1 -1
2521 21.6674 146
2522 21.6674 146
2523 19.5917 4
2524 21.6674 146
2525 15.1962 7
2526 24.1772 1339
2527 22.7487 2528
2528 18.9671 2614
2529 23.1116 1549
2530 17.7474 1841
2531 17.7474 1841
2532 23.3456 80
2533 21.8609 318
2534 14.7657 41
2535 19.6489 887
2536 24.9458 716
2537 24.5803 2273
2538 22.1469 444
2539 18.4574 240
2540 19.3734 532
2541 14.8996 7
2542 19.3734 532
2543 19.0749 532
2544 18.6511 861
2545 18.3519 861
2546 19.5282 550
2547 18.6511 861
2548 25.053 2439
2549 17.0786 427
2550 22.3647 539
2551 14.9304 255
2552 18.92 991
2553 25.4581 1012
2554 24.1297 520
2555 25.2975 675
2556 14.0692 1795
2557 23.6303 284
2558 17.0786 427
2559 15.2827 1959
2560 15.9505 842
2561 15.1962 7
2562 13.3697 378
2563 21.7189 2079
2564 25.2 2563
2565 31.3073 2253
2566 14.0692 1795
2567 15.1962 7
2568 15.1962 7
2569 15.1962 7
2570 20.6983 781
2571 27.1551 2498
2572 26.0512 49
2573 17.9476 618
2574 18.2462 618
2575 18.2462 618
2576 21.4719 781
2577 21.4719 781
2578 18.0565 199
2579 21.664 765
2580 19.5592 1957
2581 13.9921 1307
2582 18.5729 417
2583 21.9642 765
2584 21.5644 875
2585 -1 -1
2586 19.7423 1432
2587 17.0786 427
2588 19.8731 178
2589 24.1142 59
2590 19.2141 644
2591 18.8467 48
2592 25.7695 2429
2593 22.0567 1341
2594 -1 -1
2595 -1 -1
2596 21.472 295
2597 23.3423 1108
2598 23.0429 1108
2599 20.7072 1907
2600 22.2251 75
2601 18.5729 417
2602 13.2777 1448
2603 19.2663 1379
2604 24.0111 1098
2605 23.7706 1339
2606 22.2251 75
2607 17.0786 427
2608 27.0437 2102
2609 22.2184 406
2610 21.7437 406
2611 -1 -1
2612 23.5444 2613
2613 19.7629 263
2614 18.34 127
2615 18.2863 486
2616 17.0786 427
