#vertex distance parent
1498 19.2522 145
1499 19.5901 1500
1500 16.8067 375
1501 28.1273 667
1502 19.6651 768
1503 17.122 7
1504 17.5883 1274
1505 21.1492 1244
1506 18.0563 881
1507 15.4756 842
1508 24.871 117
1509 23.2034 948
1510 17.3561 604
1511 17.1965 1074
1512 22.6388 24
1513 21.4638 1514
1514 18.2832 1551
1515 12.6749 378
1516 16.0198 1520
1517 18.5034 1516
1518 16.2621 622
1519 16.9383 1211
1520 14.1328 1538
1521 -1 -1
1522 22.5181 142
1523 18.9196 28
1524 18.6199 28
1525 13.7351 524
1526 18.445 28
1527 18.9196 28
1528 18.321 28
1529 18.6199 28
1530 19.1455 61
1531 24.1142 59
1532 -1 -1
1533 -1 -1
1534 12.6801 1448
1535 21.3408 1340
1536 24.5214 1535
1537 14.4313 1538
1538 12.0928 639
1539 17.6119 1537
1540 21.6406 1340
1541 14.0353 311
1542 13.7351 311
1543 14.0353 311
1544 17.122 7
1545 23.6897 1546
1546 20.5091 1732
1547 18.1549 1257
1548 -1 -1
1549 19.9602 1098
1550 19.1083 361
1551 15.4028 1312
1552 23.9243 716
1553 20.3064 1554
1554 16.8254 7
1555 17.4809 89
1556 20.1853 1555
1557 19.4911 1555
1558 19.8857 1555
1559 19.7108 1555
1560 19.7108 1555
1561 -1 -1
1562 -1 -1
1563 22.3436 1564
1564 19.4056 1012
1565 16.8573 622
1566 -1 -1
1567 13.0309 696
1568 19.5726 1569
1569 16.6925 1274
1570 23.4766 1483
1571 26.7819 1570
1572 26.7819 1570
1573 19.6394 430
1574 22.8201 1573
1575 -1 -1
1576 -1 -1
1577 28.0316 1368
1578 13.0699 758
1579 16.2506 1578
1580 20.1703 928
1581 21.1843 1030
1582 25.5739 1616
1583 30.476 909
1584 26.684 913
1585 19.9407 1286
1586 17.7392 184
1587 12.9455 886
1588 19.4417 1390
1589 19.6171 1390
1590 19.6171 1390
1591 19.9172 1390
1592 21.2685 1593
1593 18.0879 2160
1594 19.9407 1286
1595 19.0553 178
1596 23.8425 218
1597 -1 -1
1598 -1 -1
1599 19.0553 178
1600 20.7105 578
1601 26.3012 1574
1602 24.6034 1603
1603 21.4228 682
1604 14.2369 255
1605 17.0206 1604
1606 13.313 1779
1607 22.767 882
1608 21.3699 146
1609 11.1875 51
1610 11.4868 51
1611 11.4868 51
1612 11.1875 51
1613 11.4868 51
1614 18.0057 404
1615 25.8741 1616
1616 22.6935 47
1617 15.8058 82
1618 15.8058 82
1619 22.101 1524
1620 19.0553 178
1621 24.6798 1622
1622 21.6748 865
1623 27.9852 1621
1624 19.0553 178
1625 19.1455 61
1626 -1 -1
1627 13.7696 1398
1628 17.6164 406
1629 21.6615 576
1630 17.8005 1631
1631 14.8625 1312
1632 20.4996 1273
1633 24.871 117
1634 23.0429 1108
1635 23.4998 868
1636 26.9809 1635
1637 15.5139 1638
1638 12.3333 798
1639 -1 -1
1640 -1 -1
1641 22.4665 1193
1642 17.1638 1033
1643 22.5181 142
1644 18.4065 197
1645 21.7118 1644
1646 14.1328 1538
1647 15.0309 1538
1648 22.5181 142
1649 21.2074 260
1650 14.0679 1612
1651 15.3211 1652
1652 12.2373 798
1653 18.4454 1654
1654 15.4404 1337
1655 23.4191 614
1656 26.9002 1655
1657 -1 -1
1658 15.7027 1312
1659 30.2862 1660
1660 26.8051 2295
1661 -1 -1
1662 -1 -1
1663 17.122 7
1664 16.4303 450
1665 17.2046 450
1666 20.1941 1667
1667 16.713 1646
1668 21.6674 146
1669 19.1611 1113
1670 13.7691 919
1671 21.7902 1184
1672 13.1307 1673
1673 10.4927 851
1674 15.7109 1672
1675 22.5181 142
1676 -1 -1
1677 -1 -1
1678 -1 -1
1679 -1 -1
1680 21.6406 1340
1681 -1 -1
1682 -1 -1
1683 -1 -1
1684 -1 -1
1685 22.5545 129
1686 26.2948 159
1687 22.1145 824
1688 23.3384 355
1689 18.7778 145
1690 18.9526 145
1691 19.2522 145
1692 14.1431 2478
1693 19.2522 145
1694 17.122 7
1695 -1 -1
1696 18.81 765
1697 -1 -1
1698 -1 -1
1699 24.0629 188
1700 -1 -1
1701 -1 -1
1702 22.8547 1189
1703 -1 -1
1704 22.869 591
1705 20.779 1133
1706 21.9748 865
1707 17.5785 1708
1708 14.6982 763
1709 19.3885 153
1710 22.1741 1712
1711 25.1791 1710
1712 19.5658 1885
1713 25.1791 1710
1714 23.5422 218
1715 22.2976 1178
1716 14.631 255
1717 18.8469 61
1718 22.328 1717
1719 20.9417 1720
1720 17.6364 420
1721 17.8577 1257
1722 22.6388 24
1723 28.6602 1711
1724 23.3423 1108
1725 21.3699 146
1726 24.2502 1725
1727 25.2915 1057
1728 16.8573 622
1729 21.3251 791
1730 22.2322 1366
1731 16.421 136
1732 18.5268 1731
1733 16.9942 675
1734 13.0699 758
1735 18.9605 655
1736 21.9655 1735
1737 17.8589 1738
1738 14.9209 64
1739 21.6615 576
1740 18.8319 377
1741 17.122 7
1742 21.362 576
1743 28.61 10
1744 -1 -1
1745 -1 -1
1746 -1 -1
1747 -1 -1
1748 -1 -1
1749 21.1064 1732
1750 21.1064 1732
1751 23.6864 1752
1752 20.9816 295
1753 15.021 1652
1754 18.026 1753
1755 17.7738 618
1756 18.2844 195
1757 18.5272 737
1758 19.9602 1098
1759 25.2238 1236
1760 23.172 80
1761 26.4774 1760
1762 23.5921 733
1763 21.0562 1184
1764 15.021 1652
1765 18.5021 1764
1766 20.9816 295
1767 20.078 1768
1768 16.7727 1650
1769 23.2139 1546
1770 26.5192 1769
1771 10.7326 851
1772 19.1455 61
1773 18.273 444
1774 16.6944 1631
1775 17.8005 1631
1776 10.9069 693
1777 13.9118 1776
1778 16.4936 1606
1779 10.7326 851
1780 13.9132 1779
1781 21.3889 1166
1782 21.6889 1166
1783 17.7738 618
1784 -1 -1
1785 -1 -1
1786 20.0672 1787
1787 17.3251 1810
1788 21.3313 1754
1789 19.6902 97
1790 24.871 117
1791 16.713 1646
1792 24.4205 357
1793 22.5181 142
1794 14.0692 1795
1795 11.0644 1815
1796 14.9963 763
1797 14.9963 763
1798 15.2955 763
1799 15.4557 698
1800 15.1556 698
1801 16.4627 1211
1802 17.9742 444
1803 21.4553 1802
1804 -1 -1
1805 -1 -1
1806 17.8256 616
1807 20.9417 1720
1808 -1 -1
1809 23.8971 356
1810 15.2775 943
1811 22.5181 142
1812 21.45 1526
1813 -1 -1
1814 -1 -1
1815 8.75563 1136
1816 8.97595 1136
1817 19.4428 1432
1818 14.5497 267
1819 19.368 1313
1820 17.122 7
1821 19.5901 1500
1822 20.5179 508
1823 23.6737 1907
1824 -1 -1
1825 24.871 117
1826 24.4407 1441
1827 16.8254 7
1828 22.2391 520
1829 15.3211 1652
1830 -1 -1
1831 -1 -1
1832 22.4392 528
1833 21.4272 1983
1834 20.9975 1133
1835 9.25873 523
1836 -1 -1
1837 18.7365 268
1838 18.2805 170
1839 20.9581 1008
1840 18.0474 1841
1841 15.1094 2410
1842 28.1092 1468
1843 21.6406 1340
1844 19.0553 178
1845 17.1611 1000
1846 17.43 1848
1847 20.6107 1846
1848 14.5497 267
1849 19.7079 361
1850 17.4068 887
1851 23.9789 391
1852 -1 -1
1853 -1 -1
1854 26.9816 913
1855 15.0744 1337
1856 -1 -1
1857 -1 -1
1858 -1 -1
1859 23.1023 289
1860 24.9079 1021
1861 18.8469 61
1862 21.8106 1366
1863 22.4072 1366
1864 17.835 737
1865 15.2775 943
1866 14.7025 168
1867 16.7037 997
1868 16.2298 997
1869 21.2984 677
1870 19.6128 448
1871 17.122 7
1872 20.2789 479
1873 18.5503 61
1874 18.5503 61
1875 -1 -1
1876 24.0629 188
1877 24.0629 188
1878 23.6897 1546
1879 -1 -1
1880 -1 -1
1881 21.2992 532
1882 22.4518 645
1883 13.2297 1450
1884 19.2057 526
1885 17.5182 89
1886 -1 -1
1887 17.122 7
1888 24.6034 1603
1889 28.8818 1890
1890 25.4007 2049
1891 24.1024 1437
1892 -1 -1
1893 -1 -1
1894 -1 -1
1895 -1 -1
1896 -1 -1
1897 -1 -1
1898 -1 -1
1899 23.0429 1108
1900 18.6511 861
1901 -1 -1
1902 27.0072 1903
1903 23.7019 2108
1904 19.9777 929
1905 18.0124 1855
1906 24.2728 1907
1907 21.4437 945
1908 18.9603 902
1909 18.6562 2394
1910 19.1425 1120
1911 22.6235 1910
1912 21.6674 146
1913 -1 -1
1914 -1 -1
1915 -1 -1
1916 23.876 1917
1917 21.4885 68
1918 -1 -1
1919 -1 -1
1920 17.6728 1352
1921 16.6957 675
1922 20.2603 1885
1923 -1 -1
1924 -1 -1
1925 -1 -1
1926 19.4382 448
1927 -1 -1
1928 21.8866 991
1929 24.871 117
1930 18.1549 1257
1931 17.8577 1257
1932 18.1549 1257
1933 18.1549 1257
1934 18.1549 1257
1935 18.1549 1257
1936 17.5589 1738
1937 18.1549 1257
1938 19.0553 178
1939 21.7073 974
1940 -1 -1
1941 -1 -1
1942 -1 -1
1943 22.1837 68
1944 24.4129 322
1945 25.6897 143
1946 21.0083 578
1947 19.6183 1322
1948 19.3201 1322
1949 19.6183 1322
1950 19.6183 1322
1951 19.6183 1322
1952 15.6331 2207
1953 19.6183 1322
1954 24.87 1781
1955 18.3362 781
1956 -1 -1
1957 20.1758 721
1958 13.3518 831
1959 12.5783 831
1960 26.9816 913
1961 26.9816 913
1962 26.9816 913
1963 21.1556 1964
1964 18.548 344
1965 24.3239 1239
1966 22.6596 1429
1967 17.6983 75
1968 12.9783 1448
1969 21.3408 1340
1970 21.6406 1340
1971 27.2831 1496
1972 16.2115 1567
1973 -1 -1
1974 -1 -1
1975 17.7303 1848
1976 18.4037 170
1977 18.4037 170
1978 18.5779 170
1979 18.8769 170
1980 18.8769 170
1981 18.4037 170
1982 18.8769 170
1983 19.2635 2473
1984 29.3069 807
1985 13.7696 1398
1986 17.2507 1985
1987 21.0204 1988
1988 18.6156 751
1989 20.9014 1528
1990 21.2562 1008
1991 23.8923 733
1992 19.8704 508
1993 17.8256 616
1994 16.5218 675
1995 24.871 117
1996 21.8866 991
1997 18.5365 2031
1998 19.9878 911
1999 19.9878 911
2000 19.9878 911
2001 24.2728 1907
2002 -1 -1
2003 16.9904 2120
2004 19.8527 2119
2005 19.9953 2003
2006 20.2898 551
2007 -1 -1
2008 -1 -1
2009 19.5726 1569
2010 22.7556 662
2011 22.7556 662
2012 -1 -1
2013 -1 -1
2014 12.5845 1448
2015 13.4307 1673
2016 16.5218 675
2017 24.4129 322
2018 -1 -1
2019 -1 -1
2020 23.1023 289
2021 23.0429 1108
2022 22.3436 1564
2023 23.5964 1241
2024 24.8194 1057
2025 23.8346 1339
2026 22.6676 986
2027 27.1306 1726
2028 18.273 444
2029 21.0083 578
2030 18.1385 1341
2031 16.4814 1818
2032 17.122 7
2033 11.787 1305
2034 24.871 117
2035 18.8551 243
2036 18.8326 1286
2037 19.2514 243
2038 22.1554 663
2039 22.5181 142
2040 22.5181 142
2041 22.5181 142
2042 22.5181 142
2043 22.5181 142
2044 21.1609 1838
2045 22.5181 142
2046 22.5181 142
2047 22.5181 142
2048 22.5181 142
2049 22.22 142
2050 22.5181 142
2051 22.792 986
2052 27.7161 803
2053 18.5537 89
2054 -1 -1
2055 23.1023 289
2056 21.8838 68
2057 10.5935 1486
2058 13.5315 2057
2059 -1 -1
2060 19.6913 609
2061 24.098 2062
2062 21.093 769
2063 14.7025 168
2064 -1 -1
2065 -1 -1
2066 25.6776 1401
2067 15.0031 842
2068 19.4831 683
2069 23.3423 1108
2070 22.6388 24
2071 17.122 7
2072 -1 -1
2073 10.8344 1486
2074 21.8426 280
2075 15.6503 1587
2076 -1 -1
2077 20.1301 494
2078 19.5733 1115
2079 19.8735 1115
2080 16.5956 136
2081 16.421 136
2082 17.4966 1074
2083 17.122 7
2084 15.9505 842
2085 18.0923 196
2086 17.122 7
2087 -1 -1
2088 19.7317 1579
2089 25.3724 2026
2090 -1 -1
2091 17.3166 1855
2092 20.1003 2091
2093 18.5003 1418
2094 22.8547 1188
2095 -1 -1
2096 -1 -1
2097 17.3578 510
2098 18.1481 1352
2099 16.5587 622
2100 18.273 444
2101 20.8217 1325
2102 15.1623 64
2103 22.8187 1374
2104 20.5351 1032
2105 22.1661 1669
2106 21.2992 532
2107 24.4407 1440
2108 21.6222 1819
2109 -1 -1
2110 19.3876 751
2111 23.1023 289
2112 19.4618 889
2113 18.1462 1392
2114 17.122 7
2115 21.362 576
2116 16.5587 622
2117 20.8786 571
2118 25.3026 1715
2119 17.069 2120
2120 14.8267 2014
2121 14.9304 255
2122 -1 -1
2123 16.8573 622
2124 23.1023 289
2125 20.8546 2126
2126 18.3252 1418
2127 -1 -1
2128 -1 -1
2129 19.5726 1569
2130 19.5726 1569
2131 19.5726 1569
2132 20.5351 1032
2133 19.1323 376
2134 23.9243 1240
2135 18.273 444
2136 21.32 1988
2137 21.0204 1988
2138 10.7876 852
2139 13.617 2138
2140 24.6241 1239
2141 -1 -1
2142 -1 -1
2143 19.5428 2144
2144 16.5378 1646
2145 22.5662 858
2146 -1 -1
2147 -1 -1
2148 19.5901 1500
2149 -1 -1
2150 -1 -1
2151 20.1775 478
2152 20.1775 478
2153 28.1092 1468
2154 22.5662 858
2155 19.979 479
2156 -1 -1
2157 -1 -1
2158 16.5587 622
2159 13.0237 886
2160 15.5076 2159
2161 -1 -1
2162 -1 -1
2163 16.2324 636
2164 11.381 693
2165 14.862 2164
2166 -1 -1
2167 28.61 10
2168 25.6897 143
2169 15.8087 2207
2170 -1 -1
2171 21.2074 260
2172 21.2074 260
2173 14.0353 524
2174 -1 -1
2175 -1 -1
2176 -1 -1
2177 -1 -1
2178 -1 -1
2179 -1 -1
2180 -1 -1
2181 -1 -1
2182 21.5426 280
2183 18.7109 2031
2184 -1 -1
2185 23.3885 152
2186 18.6731 61
2187 16.9942 675
2188 17.0773 381
2189 -1 -1
2190 -1 -1
2191 24.871 117
2192 25.6473 2193
2193 22.1662 2579
2194 -1 -1
2195 28.6602 1713
2196 26.0624 401
2197 21.4071 1421
2198 -1 -1
2199 14.2639 2200
2200 10.9586 1486
2201 21.3387 1931
2202 23.7532 816
2203 8.75048 1082
2204 -1 -1
2205 -1 -1
2206 17.8589 1738
2207 12.8037 1448
2208 24.4129 2209
2209 21.2323 2545
2210 19.6405 653
2211 23.1216 2210
2212 20.4786 1783
2213 14.2639 2200
2214 18.2462 618
2215 13.7691 1795
2216 13.7723 1451
2217 20.5017 1605
2218 21.7643 520
2219 24.6907 1862
2220 16.5218 675
2221 17.5883 1274
2222 17.5883 1274
2223 18.0474 1841
2224 23.0161 894
2225 17.357 2344
2226 -1 -1
2227 -1 -1
2228 -1 -1
2229 -1 -1
2230 -1 -1
2231 -1 -1
2232 -1 -1
2233 -1 -1
2234 18.0923 196
2235 22.5545 129
2236 24.871 117
2237 19.9122 448
2238 19.9122 448
2239 18.7737 2505
2240 19.9122 448
2241 19.9122 448
2242 19.9122 448
2243 21.1565 295
2244 24.6376 2243
2245 -1 -1
2246 -1 -1
2247 20.3458 2248
2248 17.1652 2120
2249 17.8589 1738
2250 22.5545 129
2251 19.1455 61
2252 22.0901 1184
2253 21.7902 1184
2254 17.0129 1646
2255 20.7851 845
2256 19.0516 792
2257 19.0516 792
2258 18.7569 178
2259 23.1023 289
2260 -1 -1
2261 -1 -1
2262 17.122 7
2263 16.551 2264
2264 13.0699 378
2265 24.871 117
2266 16.5378 1520
2267 20.2683 2268
2268 17.0876 1063
2269 12.8037 1448
2270 13.5253 190
2271 23.3253 122
2272 20.414 2273
2273 17.2333 510
2274 18.3429 2102
2275 17.8293 2276
2276 15.4243 41
2277 19.726 264
2278 22.9066 2277
2279 17.122 7
2280 17.8256 616
2281 17.8256 616
2282 30.8146 1224
2283 21.1719 1133
2284 -1 -1
2285 -1 -1
2286 26.0974 2051
2287 16.713 1520
2288 23.0233 1395
2289 18.2007 239
2290 20.1301 494
2291 21.0113 990
2292 14.701 109
2293 17.122 7
2294 27.8331 914
2295 23.6244 1240
2296 16.9339 887
2297 -1 -1
2298 -1 -1
2299 -1 -1
2300 -1 -1
2301 -1 -1
2302 -1 -1
2303 -1 -1
2304 24.871 117
2305 17.122 7
2306 25.8482 2026
2307 23.843 2308
2308 20.362 2225
2309 -1 -1
2310 20.5367 1247
2311 24.7668 362
2312 22.1837 68
2313 24.871 117
2314 -1 -1
2315 -1 -1
2316 17.122 7
2317 20.2463 1012
2318 20.1337 415
2319 19.9601 415
2320 23.0982 1590
2321 20.3357 332
2322 20.3357 332
2323 18.5539 1122
2324 15.9714 943
2325 -1 -1
2326 21.2984 677
2327 21.2984 677
2328 21.2984 677
2329 21.2984 677
2330 -1 -1
2331 -1 -1
2332 -1 -1
2333 -1 -1
2334 24.6241 1239
2335 20.2683 2268
2336 20.2683 2268
2337 21.9752 1001
2338 18.2007 241
2339 25.2915 1057
2340 25.2915 1057
2341 24.9931 1057
2342 25.2915 1057
2343 17.5326 2344
2344 14.5276 109
2345 20.9242 593
2346 21.2992 532
2347 18.3045 2276
2348 13.5253 190
2349 27.5162 1218
2350 28.1092 1468
2351 23.3836 687
2352 -1 -1
2353 -1 -1
2354 24.871 117
2355 22.575 1557
2356 -1 -1
2357 -1 -1
2358 27.2831 1496
2359 19.2099 268
2360 23.9243 1240
2361 20.1301 494
2362 18.273 444
2363 23.6592 2212
2364 18.3045 2276
2365 21.352 774
2366 22.2391 520
2367 22.0829 328
2368 25.564 2367
2369 25.0237 2182
2370 -1 -1
2371 22.5691 1709
2372 16.1076 1121
2373 19.5377 2163
2374 22.8187 1374
2375 24.6245 1319
2376 22.0367 731
2377 22.1837 68
2378 21.2992 532
2379 21.3699 146
2380 -1 -1
2381 19.7263 2081
2382 10.8565 851
2383 19.7423 1432
2384 18.2462 618
2385 -1 -1
2386 -1 -1
2387 20.0598 1032
2388 21.1556 1964
2389 13.727 405
2390 -1 -1
2391 -1 -1
2392 -1 -1
2393 -1 -1
2394 15.6512 2410
2395 -1 -1
2396 -1 -1
2397 -1 -1
2398 -1 -1
2399 -1 -1
2400 -1 -1
2401 -1 -1
2402 16.2115 1567
2403 17.122 7
2404 18.273 444
2405 19.2099 268
2406 -1 -1
2407 17.8329 2408
2408 14.5276 109
2409 21.0615 2578
2410 12.7709 378
2411 17.954 604
2412 -1 -1
2413 -1 -1
2414 13.7178 886
2415 24.871 117
2416 17.122 7
2417 -1 -1
2418 28.1092 1468
2419 23.6244 716
2420 18.273 444
2421 21.0006 532
2422 19.2099 268
2423 22.0367 731
2424 -1 -1
2425 23.9886 793
2426 21.1162 543
2427 19.1455 61
2428 19.1455 61
2429 19.1455 61
2430 19.9723 1332
2431 -1 -1
2432 -1 -1
2433 17.4068 887
2434 19.6917 870
2435 22.2103 542
2436 17.954 604
2437 24.871 117
2438 24.871 117
2439 24.5742 117
2440 -1 -1
2441 -1 -1
2442 -1 -1
2443 -1 -1
2444 -1 -1
2445 17.1638 1033
2446 19.5901 1500
2447 -1 -1
2448 21.6615 576
2449 23.9567 132
2450 19.4979 1332
2451 23.3423 1108
2452 18.0363 781
2453 17.4068 887
2454 19.6604 1098
2455 -1 -1
2456 -1 -1
2457 -1 -1
2458 -1 -1
2459 -1 -1
2460 19.2599 902
2461 19.2599 902
2462 18.7853 902
2463 19.01 2031
2464 18.0363 781
2465 22.0721 57
2466 17.122 7
2467 18.5011 238
2468 -1 -1
2469 -1 -1
2470 21.4164 543
2471 17.4068 887
2472 23.5964 1241
2473 16.5587 622
2474 24.1126 2209
2475 27.5937 2474
2476 21.6615 576
2477 21.6674 146
2478 10.9624 852
2479 -1 -1
2480 17.5721 1841
2481 20.8774 2480
2482 17.135 5
2483 -1 -1
2484 -1 -1
2485 16.5057 480
2486 15.177 842
2487 19.6651 768
2488 22.8457 2487
2489 20.1137 1072
2490 16.9555 127
2491 17.122 7
2492 22.101 1529
2493 -1 -1
2494 -1 -1
2495 19.5592 284
2496 22.7399 2495
2497 18.3045 2276
2498 17.5305 2276
2499 19.4618 889
2500 26.0624 401
2501 -1 -1
2502 16.8573 622
2503 16.9942 675
2504 -1 -1
2505 15.8934 1606
2506 -1 -1
2507 -1 -1
2508 22.4337 1690
2509 18.591 1674
2510 13.5253 190
2511 25.6897 143
2512 -1 -1
2513 -1 -1
2514 14.653 1097
2515 -1 -1
2516 20.1301 494
2517 -1 -1
2518 -1 -1
2519 27.5162 1218
2520 -1 -1
2521 21.6674 146
2522 21.6674 146
2523 21.3699 146
2524 21.6674 146
2525 17.122 7
2526 22.6421 598
2527 -1 -1
2528 -1 -1
2529 -1 -1
2530 17.7474 1841
2531 17.7474 1841
2532 23.3456 80
2533 21.7136 318
2534 17.4068 887
2535 17.4068 887
2536 23.9243 716
2537 20.414 2273
2538 18.273 444
2539 18.273 444
2540 21.2992 532
2541 16.8254 7
2542 21.2992 532
2543 21.0006 532
2544 18.6511 861
2545 18.3519 861
2546 18.6511 861
2547 18.6511 861
2548 28.0553 2439
2549 -1 -1
2550 21.7705 539
2551 14.9304 255
2552 21.8866 991
2553 20.2463 1012
2554 22.2391 520
2555 16.9942 675
2556 14.0692 1795
2557 19.8592 284
2558 -1 -1
2559 15.2827 1959
2560 15.9505 842
2561 17.122 7
2562 13.3697 378
2563 -1 -1
2564 -1 -1
2565 25.2712 2253
2566 14.0692 1795
2567 17.122 7
2568 17.122 7
2569 17.122 7
2570 17.5626 781
2571 20.5354 2498
2572 20.5354 2498
2573 17.9476 618
2574 18.2462 618
2575 18.2462 618
2576 18.3362 781
2577 18.3362 781
2578 18.0565 199
2579 18.9855 765
2580 23.6569 1957
2581 -1 -1
2582 -1 -1
2583 19.2857 765
2584 21.3712 875
2585 -1 -1
2586 19.7423 1432
2587 -1 -1
2588 19.0553 178
2589 24.1142 59
2590 21.2529 644
2591 18.8467 48
2592 21.8327 603
2593 18.4387 1341
2594 -1 -1
2595 -1 -1
2596 21.4561 295
2597 23.3423 1108
2598 23.0429 1108
2599 23.6737 1907
2600 17.6983 75
2601 -1 -1
2602 13.2777 1448
2603 22.072 1055
2604 19.9602 1098
2605 19.9602 1098
2606 17.6983 75
2607 -1 -1
2608 18.3429 2102
2609 17.6164 406
2610 17.1418 406
2611 23.3423 1108
2612 -1 -1
2613 -1 -1
2614 16.9555 127
2615 26.0304 707
2616 -1 -1
