Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    4095/12285       std::tuple<int, int, double>* std::__addressof<std::tuple<int, int, double> >(std::tuple<int, int, double>&) [40]
                0.00    0.00    4095/4095        void std::allocator_traits<std::allocator<std::tuple<int, int, double> > >::destroy<std::tuple<int, int, double> >(std::allocator<std::tuple<int, int, double> >&, std::tuple<int, int, double>*) [107]
-----------------------------------------------
                0.00    0.00    4095/4095        void std::__relocate_object_a<std::tuple<int, int, double>, std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > >(std::tuple<int, int, double>*, std::tuple<int, int, double>*, std::allocator<std::tuple<int, int, double> >&) [110]
[111]    0.0    0.00    0.00    4095         std::remove_reference<std::tuple<int, int, double>&>::type&& std::move<std::tuple<int, int, double>&>(std::tuple<int, int, double>&) [111]
-----------------------------------------------
                0.00    0.00    1250/3750        __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [253]
                0.00    0.00    2500/3750        __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [223]
[112]    0.0    0.00    0.00    3750         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_max_size() const [112]
-----------------------------------------------
                0.00    0.00    1250/3750        void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [260]
                0.00    0.00    1250/3750        void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
                0.00    0.00    1250/3750        void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [254]
[113]    0.0    0.00    0.00    3750         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [113]
-----------------------------------------------
                0.00    0.00     320/3442        __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#2}> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#2}>, std::random_access_iterator_tag) [352]
                0.00    0.00     556/3442        __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#1}>, std::random_access_iterator_tag) [354]
                0.00    0.00     900/3442        __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#1}>) [350]
                0.00    0.00    1666/3442        __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#2}> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__ops::_Iter_pred<removeEdge(std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&, int, int)::{lambda(auto:1&)#2}>) [349]
[114]    0.0    0.00    0.00    3442         __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::operator++() [114]
-----------------------------------------------
                0.00    0.00    3424/3424        std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [116]
[115]    0.0    0.00    0.00    3424         __gnu_cxx::new_allocator<int>::max_size() const [115]
                0.00    0.00    3424/5142        __gnu_cxx::new_allocator<int>::_M_max_size() const [92]
-----------------------------------------------
                0.00    0.00       9/3424        std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [445]
                0.00    0.00    3415/3424        std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [117]
[116]    0.0    0.00    0.00    3424         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [116]
                0.00    0.00    3424/3424        __gnu_cxx::new_allocator<int>::max_size() const [115]
-----------------------------------------------
                0.00    0.00       1/3415        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [664]
                0.00    0.00    3414/3415        std::vector<int, std::allocator<int> >::max_size() const [120]
[117]    0.0    0.00    0.00    3415         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [117]
                0.00    0.00    3415/3424        std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [116]
                0.00    0.00    3415/16355       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00    1707/3414        std::vector<int, std::allocator<int> >::end() [247]
                0.00    0.00    1707/3414        std::vector<int, std::allocator<int> >::begin() [248]
[118]    0.0    0.00    0.00    3414         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [118]
-----------------------------------------------
                0.00    0.00    3414/3414        std::vector<int, std::allocator<int> >::max_size() const [120]
[119]    0.0    0.00    0.00    3414         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [119]
-----------------------------------------------
                0.00    0.00    3414/3414        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [245]
[120]    0.0    0.00    0.00    3414         std::vector<int, std::allocator<int> >::max_size() const [120]
                0.00    0.00    3414/3414        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [119]
                0.00    0.00    3414/3415        std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [117]
-----------------------------------------------
                0.00    0.00    3414/3414        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [246]
[121]    0.0    0.00    0.00    3414         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [121]
                0.00    0.00    3414/3414        std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [122]
-----------------------------------------------
                0.00    0.00    3414/3414        std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [121]
[122]    0.0    0.00    0.00    3414         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [122]
                0.00    0.00    3414/3414        int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [123]
-----------------------------------------------
                0.00    0.00    3414/3414        std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [122]
[123]    0.0    0.00    0.00    3414         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [123]
                0.00    0.00   10242/10242       int* std::__niter_base<int*>(int*) [52]
                0.00    0.00    3414/3414        std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [124]
-----------------------------------------------
                0.00    0.00    3414/3414        int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [123]
[124]    0.0    0.00    0.00    3414         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [124]
-----------------------------------------------
                0.00    0.00    3378/3378        void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [126]
[125]    0.0    0.00    0.00    3378         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [125]
                0.00    0.00    3378/8472        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [54]
                0.00    0.00    3378/29924       operator new(unsigned long, void*) [26]
-----------------------------------------------
                0.00    0.00       9/3378        void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [447]
                0.00    0.00     486/3378        std::vector<int, std::allocator<int> >::push_back(int const&) [235]
                0.00    0.00    1176/3378        std::deque<int, std::allocator<int> >::push_back(int const&) [282]
                0.00    0.00    1707/3378        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [246]
[126]    0.0    0.00    0.00    3378         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [126]
                0.00    0.00    3378/8472        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [54]
                0.00    0.00    3378/3378        void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [125]
-----------------------------------------------
                0.00    0.00    3118/3118        void std::_Destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [128]
[127]    0.0    0.00    0.00    3118         void std::_Destroy_aux<true>::__destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [127]
-----------------------------------------------
                0.00    0.00    3118/3118        void std::_Destroy<std::pair<int, double>*, std::pair<int, double> >(std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [129]
[128]    0.0    0.00    0.00    3118         void std::_Destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [128]
                0.00    0.00    3118/3118        void std::_Destroy_aux<true>::__destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [127]
-----------------------------------------------
                0.00    0.00     500/3118        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_M_erase_at_end(std::pair<int, double>*) [333]
                0.00    0.00    2618/3118        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~vector() [202]
[129]    0.0    0.00    0.00    3118         void std::_Destroy<std::pair<int, double>*, std::pair<int, double> >(std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [129]
                0.00    0.00    3118/3118        void std::_Destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [128]
-----------------------------------------------
                0.00    0.00     500/3000        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [332]
                0.00    0.00    2500/3000        void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
[130]    0.0    0.00    0.00    3000         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [130]
-----------------------------------------------
                0.00    0.00       1/2999        readGraph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&) [535]
                0.00    0.00      13/2999        std::tuple<int, int, double>& std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > >::emplace_back<int&, int&, double&>(int&, int&, double&) [174]
                0.00    0.00    2985/2999        std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > >::back() [175]
[131]    0.0    0.00    0.00    2999         std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > >::end() [131]
                0.00    0.00    2999/5998        __gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > >::__normal_iterator(std::tuple<int, int, double>* const&) [75]
-----------------------------------------------
                0.00    0.00    2986/2986        readGraph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&) [535]
[132]    0.0    0.00    0.00    2986         bool __gnu_cxx::operator!=<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > >(__gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > > const&, __gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > > const&) [132]
                0.00    0.00    5972/6024        __gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > >::base() const [74]
-----------------------------------------------
                0.00    0.00    2985/2985        void std::allocator_traits<std::allocator<std::tuple<int, int, double> > >::construct<std::tuple<int, int, double>, int&, int&, double&>(std::allocator<std::tuple<int, int, double> >&, std::tuple<int, int, double>*, int&, int&, double&) [170]
[133]    0.0    0.00    0.00    2985         void __gnu_cxx::new_allocator<std::tuple<int, int, double> >::construct<std::tuple<int, int, double>, int&, int&, double&>(std::tuple<int, int, double>*, int&, int&, double&) [133]
                0.00    0.00    5970/69902       int& std::forward<int&>(std::remove_reference<int&>::type&) [10]
                0.00    0.00    2985/54964       double& std::forward<double&>(std::remove_reference<double&>::type&) [11]
                0.00    0.00    2985/29924       operator new(unsigned long, void*) [26]
                0.00    0.00    2985/2985        std::tuple<int, int, double>::tuple<int&, int&, double&, true, true>(int&, int&, double&) [173]
-----------------------------------------------
                0.00    0.00    2985/2985        readGraph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >&) [535]
[134]    0.0    0.00    0.00    2985         __gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > >::operator++() [134]
-----------------------------------------------
                0.00    0.00    2985/2985        int const* std::max_element<int const*>(int const*, int const*) [176]
[135]    0.0    0.00    0.00    2985         __gnu_cxx::__ops::__iter_less_iter() [135]
-----------------------------------------------
                0.00    0.00    2985/2985        std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > >::back() [175]
[136]    0.0    0.00    0.00    2985         __gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > >::operator-(long) const [136]
                0.00    0.00    2985/5998        __gnu_cxx::__normal_iterator<std::tuple<int, int, double>*, std::vector<std::tuple<int, int, double>, std::allocator<std::tuple<int, int, double> > > >::__normal_iterator(std::tuple<int, int, double>* const&) [75]
-----------------------------------------------
                0.00    0.00    2985/2985        int std::max<int>(std::initializer_list<int>) [178]
[137]    0.0    0.00    0.00    2985         std::initializer_list<int>::end() const [137]
                0.00    0.00    2985/5970        std::initializer_list<int>::begin() const [78]
                0.00    0.00    2985/2985        std::initializer_list<int>::size() const [138]
-----------------------------------------------
                0.00    0.00    2985/2985        std::initializer_list<int>::end() const [137]
[138]    0.0    0.00    0.00    2985         std::initializer_list<int>::size() const [138]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int&, int&, double&>::_M_head(std::_Tuple_impl<0ul, int&, int&, double&>&) [151]
[139]    0.0    0.00    0.00    2985         std::_Head_base<0ul, int&, false>::_M_head(std::_Head_base<0ul, int&, false>&) [139]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int&, int&, double&>::_Tuple_impl(int&, int&, double&) [154]
[140]    0.0    0.00    0.00    2985         std::_Head_base<0ul, int&, false>::_Head_base(int&) [140]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int, int, double>::_M_head(std::_Tuple_impl<0ul, int, int, double> const&) [155]
[141]    0.0    0.00    0.00    2985         std::_Head_base<0ul, int, false>::_M_head(std::_Head_base<0ul, int, false> const&) [141]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int, int, double>::_Tuple_impl<int&, int&, double&, void>(int&, int&, double&) [157]
[142]    0.0    0.00    0.00    2985         std::_Head_base<0ul, int, false>::_Head_base<int&>(int&) [142]
                0.00    0.00    2985/69902       int& std::forward<int&>(std::remove_reference<int&>::type&) [10]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<1ul, int&, double&>::_M_head(std::_Tuple_impl<1ul, int&, double&>&) [158]
[143]    0.0    0.00    0.00    2985         std::_Head_base<1ul, int&, false>::_M_head(std::_Head_base<1ul, int&, false>&) [143]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<1ul, int&, double&>::_Tuple_impl(int&, double&) [161]
[144]    0.0    0.00    0.00    2985         std::_Head_base<1ul, int&, false>::_Head_base(int&) [144]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<1ul, int, double>::_M_head(std::_Tuple_impl<1ul, int, double> const&) [162]
[145]    0.0    0.00    0.00    2985         std::_Head_base<1ul, int, false>::_M_head(std::_Head_base<1ul, int, false> const&) [145]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<1ul, int, double>::_Tuple_impl<int&, double&, void>(int&, double&) [164]
[146]    0.0    0.00    0.00    2985         std::_Head_base<1ul, int, false>::_Head_base<int&>(int&) [146]
                0.00    0.00    2985/69902       int& std::forward<int&>(std::remove_reference<int&>::type&) [10]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<2ul, double&>::_M_head(std::_Tuple_impl<2ul, double&>&) [165]
[147]    0.0    0.00    0.00    2985         std::_Head_base<2ul, double&, false>::_M_head(std::_Head_base<2ul, double&, false>&) [147]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<2ul, double&>::_Tuple_impl(double&) [167]
[148]    0.0    0.00    0.00    2985         std::_Head_base<2ul, double&, false>::_Head_base(double&) [148]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<2ul, double>::_M_head(std::_Tuple_impl<2ul, double> const&) [168]
[149]    0.0    0.00    0.00    2985         std::_Head_base<2ul, double, false>::_M_head(std::_Head_base<2ul, double, false> const&) [149]
-----------------------------------------------
                0.00    0.00    2985/2985        std::_Tuple_impl<2ul, double>::_Tuple_impl<double&>(double&) [169]
[150]    0.0    0.00    0.00    2985         std::_Head_base<2ul, double, false>::_Head_base<double&>(double&) [150]
                0.00    0.00    2985/54964       double& std::forward<double&>(std::remove_reference<double&>::type&) [11]
-----------------------------------------------
                0.00    0.00    2985/2985        void std::_Tuple_impl<0ul, int&, int&, double&>::_M_assign<int, int, double>(std::_Tuple_impl<0ul, int, int, double> const&) [153]
[151]    0.0    0.00    0.00    2985         std::_Tuple_impl<0ul, int&, int&, double&>::_M_head(std::_Tuple_impl<0ul, int&, int&, double&>&) [151]
                0.00    0.00    2985/2985        std::_Head_base<0ul, int&, false>::_M_head(std::_Head_base<0ul, int&, false>&) [139]
-----------------------------------------------
                0.00    0.00    2985/2985        void std::_Tuple_impl<0ul, int&, int&, double&>::_M_assign<int, int, double>(std::_Tuple_impl<0ul, int, int, double> const&) [153]
[152]    0.0    0.00    0.00    2985         std::_Tuple_impl<0ul, int&, int&, double&>::_M_tail(std::_Tuple_impl<0ul, int&, int&, double&>&) [152]
-----------------------------------------------
                0.00    0.00    2985/2985        std::enable_if<(__assignable<int const&, int const&, double const&>)(), std::tuple<int&, int&, double&>&>::type std::tuple<int&, int&, double&>::operator=<int, int, double>(std::tuple<int, int, double> const&) [172]
[153]    0.0    0.00    0.00    2985         void std::_Tuple_impl<0ul, int&, int&, double&>::_M_assign<int, int, double>(std::_Tuple_impl<0ul, int, int, double> const&) [153]
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int&, int&, double&>::_M_head(std::_Tuple_impl<0ul, int&, int&, double&>&) [151]
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int, int, double>::_M_head(std::_Tuple_impl<0ul, int, int, double> const&) [155]
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int&, int&, double&>::_M_tail(std::_Tuple_impl<0ul, int&, int&, double&>&) [152]
                0.00    0.00    2985/2985        std::_Tuple_impl<0ul, int, int, double>::_M_tail(std::_Tuple_impl<0ul, int, int, double> const&) [156]
                0.00    0.00    2985/2985        void std::_Tuple_impl<1ul, int&, double&>::_M_assign<int, double>(std::_Tuple_impl<1ul, int, double> const&) [160]
-----------------------------------------------
                0.00    0.00    2985/2985        std::tuple<int&, int&, double&>::tuple<true, true>(int&, int&, double&) [171]
[154]    0.0    0.00    0.00    2985         std::_Tuple_impl<0ul, int&, int&, double&>::_Tuple_impl(int&, int&, double&) [154]
                0.00    0.00    2985/2985        std::_Tuple_impl<1ul, int&, double&>::_Tuple_impl(int&, double&) [161]
                0.00    0.00    2985/2985        std::_Head_base<0ul, int&, false>::_Head_base(int&) [140]
-----------------------------------------------
                0.00    0.00    2985/2985        void std::_Tuple_impl<0ul, int&, int&, double&>::_M_assign<int, int, double>(std::_Tuple_impl<0ul, int, int, double> const&) [153]
[155]    0.0    0.00    0.00    2985         std::_Tuple_impl<0ul, int, int, double>::_M_head(std::_Tuple_impl<0ul, int, int, double> const&) [155]
                0.00    0.00    2985/2985        std::_Head_base<0ul, int, false>::_M_head(std::_Head_base<0ul, int, false> const&) [141]
-----------------------------------------------
                0.00    0.00    2985/2985        void std::_Tuple_impl<0ul, int&, int&, double&>::_M_assign<int, int, double>(std::_Tuple_impl<0ul, int, int, double> const&) [153]
[156]    0.0    0.00    0.00    2985         std::_Tuple_impl<0ul, int, int, double>::_M_tail(std::_Tuple_impl<0ul, int, int, double> const&) [156]
-----------------------------------------------
                0.00    0.00    2985/2985        std::tuple<int, int, double>::tuple<int&, int&, double&, true, true>(int&, int&, double&) [173]
[157]    0.0    0.00    0.00    2985         std::_Tuple_impl<0ul, int, int, double>::_Tuple_impl<int&, int&, double&, void>(int&, int&, double&) [157]
                0.00    0.00    5970/69902       int& std::forward<int&>(std::remove_reference<int&>::type&) [10]
                0.00    0.00    2985/54964       double& std::forward<double&>(std::remove_reference<double&>::type&) [11]
                0.00    0.00    2985/2985        std::_Tuple_impl<1ul, int, double>::_Tuple_impl<int&, double&, void>(int&, double&) [164]
                0.00    0.00    2985/2985        std::_Head_base<0ul, int, false>::_Head_base<int&>(int&) [142]
-----------------------------------------------
                0.00    0.00    2985/2985        void std::_Tuple_impl<1ul, int&, double&>::_M_assign<int, double>(std::_Tuple_impl<1ul, int, double> const&) [160]
[158]    0.0    0.00    0.00    2985         std::_Tuple_impl<1ul, int&, double&>::_M_head(std::_Tuple_impl<1ul, int&, double&>&) [158]
                0.00    0.00    2985/2985        std::_Head_base<1ul, int&, false>::_M_head(std::_Head_base<1ul, int&, false>&) [143]
-----------------------------------------------
